-0.29562312	0.07970728	0.14632726	0.24874069	-0.37387976	0.11895336	-0.15372133	0.35729715	0.22908059	0.22285542	-0.071879834	0.20359914	0.1333666	0.09111398	-0.25605723	0.06547516
-0.30375642	-0.06256764	0.4118069	0.31606966	-0.32527697	0.06983969	-0.14873366	0.12730828	0.5055672	0.12720005	-0.22498985	0.38452798	0.18745495	0.0075781946	-0.55835813	-0.06962523
0.18684192	-0.16079241	-0.20077738	0.3513506	-0.20207451	0.008598266	-0.45387796	0.35689875	0.49437374	-0.2083259	-0.27745473	0.3522995	0.17050272	-0.15465337	-0.07725194	-0.106358744
-0.23073961	-0.046833426	-0.05566703	0.14123389	-0.47841683	-0.0443008	0.114896685	0.1320343	0.09204476	0.29147193	-0.06674944	0.10349538	0.036937777	0.04384034	-0.14807573	-0.02463985
0.18683359	-0.14685033	-0.3263317	0.40199742	-0.21041752	-0.12268436	-0.11973952	-0.122471966	0.36884046	0.1977759	0.0039052144	0.47513336	-0.1462206	0.21930255	0.07796605	-0.38915822
0.4082781	-0.3163713	-0.45067137	0.3355487	0.029663803	-0.0792247	-0.6621681	0.52375954	0.27893874	-0.5986175	-0.47447667	0.008394489	0.31541494	-0.41197392	0.39860526	0.025577309
-0.23317161	-0.070714384	0.33142596	0.23131682	-0.25744227	0.03165901	0.021513117	0.18658082	0.26166806	0.07362105	-0.14111455	0.20442621	0.12182852	-0.061015446	-0.3532883	-0.010204109
-0.15391703	0.0937795	0.13711987	0.2414598	-0.1057173	0.21451464	-0.27038595	0.26949415	0.3915226	0.061760746	-0.09943463	0.2866861	0.044798844	0.1325286	-0.21532321	-0.048765745
-0.034156032	0.3165566	-0.5043464	-0.12003603	-0.34479514	0.079578295	-0.08379593	0.3222725	-0.19784026	0.36773527	0.31098825	-0.11439568	-0.37166768	0.33079496	0.509478	0.07582227
-0.101748064	0.11842333	-0.12532023	0.070190735	-0.39614037	-7.861804e-05	-0.0039686915	0.2851479	0.042075753	0.17633756	0.032454044	0.07041817	0.051983353	0.078651436	0.05857706	0.105760105
-0.507147	0.20014526	0.44604877	-0.3513542	-0.38701975	0.08380237	-0.077497736	0.42591453	-0.18835263	0.016336448	-0.2162481	-0.2088307	0.27028546	-0.26673135	-0.47495407	0.47521183
-0.21372196	0.111835286	0.06415825	0.20457304	-0.18270053	0.10754239	-0.06911306	0.12981348	0.20206386	0.25285357	0.09620767	0.28490096	-0.0903176	0.21940303	-0.1532163	-0.0386339
